Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	Transcription start site (TSS)	Transcript length (including UTRs and CDS)	Strand	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene % GC content	Gene name	Gene type
YJL150W	YJL150W_mRNA	137123	137425	137123	303	1	137123	137425	X	36.63		protein_coding
YLR400W	YLR400W_mRNA	922063	922536	922063	474	1	922063	922536	XII	40.08		protein_coding
YKL219W	YKL219W_mRNA	14485	15708	14485	1224	1	14485	15708	XI	38.81	COS9	protein_coding
YBR222C	YBR222C_mRNA	666720	668351	668351	1632	-1	666720	668351	II	44.49	PCS60	protein_coding
YDR518W	YDR518W_mRNA	1478608	1480161	1478608	1554	1	1478608	1480161	IV	38.29	EUG1	protein_coding
YOL104C	YOL104C_mRNA	116396	117454	117454	1059	-1	116396	117454	XV	36.64	NDJ1	protein_coding
YML133W-A	YML133W-A_mRNA	1610	2185	1610	576	1	1610	2185	XIII	50.17		protein_coding
YFL067W	YFL067W_mRNA	836	1363	836	528	1	836	1363	VI	49.62		protein_coding
YMR309C	YMR309C_mRNA	892988	895426	895426	2439	-1	892988	895426	XIII	35.67	NIP1	protein_coding
YDR256C	YDR256C_mRNA	968133	969680	969680	1548	-1	968133	969680	IV	42.38	CTA1	protein_coding
YGR170W	YGR170W_mRNA	837142	840558	837142	3417	1	837142	840558	VII	37.81	PSD2	protein_coding
YOR197W	YOR197W_mRNA	717086	718384	717086	1299	1	717086	718384	XV	42.42	MCA1	protein_coding
YER148W-A	YER148W-A_mRNA	466185	466763	466185	579	1	466185	466763	V	39.55		protein_coding
YJL036W	YJL036W_mRNA	378825	380096	378825	1272	1	378825	380096	X	37.66	SNX4	protein_coding
YBR220C	YBR220C_mRNA	662995	664677	664677	1683	-1	662995	664677	II	43.02		protein_coding
YMR104C	YMR104C_mRNA	473420	475453	475453	2034	-1	473420	475453	XIII	40.12	YPK2	protein_coding
YDR404C	YDR404C_mRNA	1276654	1277169	1277169	516	-1	1276654	1277169	IV	38.76	RPB7	protein_coding
YER022W	YER022W_mRNA	198812	200875	198812	2064	1	198812	200875	V	35.51	SRB4	protein_coding
YHR179W	YHR179W_mRNA	462502	463704	462502	1203	1	462502	463704	VIII	43.06	OYE2	protein_coding
YBR204C	YBR204C_mRNA	632254	633381	633381	1128	-1	632254	633381	II	39.01	LDH1	protein_coding
YDL106C	YDL106C_mRNA	270222	271901	271901	1680	-1	270222	271901	IV	36.96	PHO2	protein_coding
YGL247W	YGL247W_mRNA	36933	37526	36933	594	1	36933	37526	VII	37.88	BRR6	protein_coding
YGR219W	YGR219W_mRNA	936035	936376	936035	342	1	936035	936376	VII	38.89		protein_coding
YPL277C	YPL277C_mRNA	15405	16868	16868	1464	-1	15405	16868	XVI	43.92		protein_coding
YOR329W-A	YOR329W-A_mRNA	939348	939557	939348	210	1	939348	939557	XV	30.95		protein_coding
YDR027C	YDR027C_mRNA	494649	497318	497318	2670	-1	494649	497318	IV	37.30	VPS54	protein_coding
YHR034C	YHR034C_mRNA	176965	177999	177999	1035	-1	176965	177999	VIII	46.18	PIH1	protein_coding
YOL105C	YOL105C_mRNA	114138	115808	115808	1671	-1	114138	115808	XV	42.43	WSC3	protein_coding
YOL135C	YOL135C_mRNA	69376	70044	70044	669	-1	69376	70044	XV	44.99	MED7	protein_coding
YBR254C	YBR254C_mRNA	723736	724263	724263	528	-1	723736	724263	II	39.39	TRS20	protein_coding
YKR055W	YKR055W_mRNA	548216	549091	548216	876	1	548216	549091	XI	40.41	RHO4	protein_coding
YLR211C	YLR211C_mRNA	563792	564531	564531	681	-1	563792	564531	XII	33.38	ATG38	protein_coding
YJR004C	YJR004C_mRNA	442909	444861	444861	1953	-1	442909	444861	X	39.68	SAG1	protein_coding
YPR062W	YPR062W_mRNA	677165	677641	677165	477	1	677165	677641	XVI	44.44	FCY1	protein_coding
tC(GCA)P2	tC(GCA)P2_tRNA	775765	775836	775836	72	-1	775765	775836	XVI	54.17		tRNA
YNL321W	YNL321W_mRNA	34696	37422	34696	2727	1	34696	37422	XIV	43.53	VNX1	protein_coding
YHR199C-A	YHR199C-A_mRNA	498571	498859	498859	222	-1	498571	498859	VIII	46.71	NBL1	protein_coding
YLR157W-D	YLR157W-D_mRNA	475764	475976	475764	213	1	475764	475976	XII	43.19		protein_coding
YML017W	YML017W_mRNA	236588	238731	236588	1782	1	236588	238731	XIII	38.71	PSP2	protein_coding
YBR302C	YBR302C_mRNA	810340	811479	811479	1140	-1	810340	811479	II	37.63	COS2	protein_coding
YPL182C	YPL182C_mRNA	203306	203689	203689	384	-1	203306	203689	XVI	43.49		protein_coding
YOR094W	YOR094W_mRNA	502795	503346	502795	552	1	502795	503346	XV	38.22	ARF3	protein_coding
YJL127C	YJL127C_mRNA	182298	184220	184220	1923	-1	182298	184220	X	39.63	SPT10	protein_coding
tM(CAU)J3	tM(CAU)J3_tRNA	517813	517884	517884	72	-1	517813	517884	X	65.28	IMT3	tRNA
YGR003W	YGR003W_mRNA	500132	502366	500132	2235	1	500132	502366	VII	35.70	CUL3	protein_coding
YOR312C	YOR312C_mRNA	900250	900767	900767	518	-1	900250	900767	XV	40.35	RPL20B	protein_coding
YGR158C	YGR158C_mRNA	805269	806021	806021	753	-1	805269	806021	VII	40.64	MTR3	protein_coding
YLL042C	YLL042C_mRNA	52087	52590	52590	504	-1	52087	52590	XII	37.70	ATG10	protein_coding
YEL045C	YEL045C_mRNA	68840	69265	69265	426	-1	68840	69265	V	44.37		protein_coding
YGR052W	YGR052W_mRNA	593596	594705	593596	1110	1	593596	594705	VII	39.46	FMP48	protein_coding
YOR067C	YOR067C_mRNA	451729	453462	453462	1734	-1	451729	453462	XV	36.33	ALG8	protein_coding
YMR316W	YMR316W_mRNA	904825	905835	904825	1011	1	904825	905835	XIII	39.07	DIA1	protein_coding
YNL066W	YNL066W_mRNA	501515	502777	501515	1263	1	501515	502777	XIV	46.63	SUN4	protein_coding
YPR071W	YPR071W_mRNA	688172	688807	688172	636	1	688172	688807	XVI	37.89		protein_coding
YER188W	YER188W_mRNA	568040	568759	568040	720	1	568040	568759	V	43.89		protein_coding
YJL167W	YJL167W_mRNA	105014	106072	105014	1059	1	105014	106072	X	41.83	ERG20	protein_coding
tQ(UUG)B	tQ(UUG)B_tRNA	350827	350898	350827	72	1	350827	350898	II	47.22		tRNA
YPR008W	YPR008W_mRNA	573018	575102	573018	2085	1	573018	575102	XVI	39.38	HAA1	protein_coding
YKL216W	YKL216W_mRNA	25215	26159	25215	945	1	25215	26159	XI	38.62	URA1	protein_coding
YCR008W	YCR008W_mRNA	128470	130281	128470	1812	1	128470	130281	III	39.18	SAT4	protein_coding
YHR174W	YHR174W_mRNA	451327	452640	451327	1314	1	451327	452640	VIII	47.56	ENO2	protein_coding
YDR095C	YDR095C_mRNA	636117	636527	636527	411	-1	636117	636527	IV	48.66		protein_coding
YGR209C	YGR209C_mRNA	912913	913227	913227	315	-1	912913	913227	VII	43.17	TRX2	protein_coding
YKR084C	YKR084C_mRNA	597055	598890	598890	1836	-1	597055	598890	XI	39.60	HBS1	protein_coding
YGR004W	YGR004W_mRNA	502938	504326	502938	1389	1	502938	504326	VII	37.65	PEX31	protein_coding
tA(AGC)L	tA(AGC)L_tRNA	656934	657006	657006	73	-1	656934	657006	XII	64.38		tRNA
YCL035C	YCL035C_mRNA	60841	61173	61173	333	-1	60841	61173	III	41.74	GRX1	protein_coding
YGR106C	YGR106C_mRNA	698989	699786	699786	798	-1	698989	699786	VII	36.22	VOA1	protein_coding
YIL075C	YIL075C_mRNA	217863	220700	220700	2838	-1	217863	220700	IX	39.43	RPN2	protein_coding
YMR303C	YMR303C_mRNA	873291	874337	874337	1047	-1	873291	874337	XIII	48.14	ADH2	protein_coding
YBR192W	YBR192W_mRNA	607652	608785	607652	1134	1	607652	608785	II	38.80	RIM2	protein_coding
YJR109C	YJR109C_mRNA	629585	632941	632941	3357	-1	629585	632941	X	38.99	CPA2	protein_coding
YBR298C-A	YBR298C-A_mRNA	805035	805256	805256	222	-1	805035	805256	II	40.54		protein_coding
YER186C	YER186C_mRNA	561705	562625	562625	921	-1	561705	562625	V	38.65		protein_coding
YCL068C	YCL068C_mRNA	11503	12285	12285	783	-1	11503	12285	III	43.55		protein_coding
YPL024W	YPL024W_mRNA	503517	504242	503517	726	1	503517	504242	XVI	40.63	RMI1	protein_coding
YDR229W	YDR229W_mRNA	924785	926146	924785	1362	1	924785	926146	IV	42.51	IVY1	protein_coding
YCL030C	YCL030C_mRNA	65934	68333	68333	2400	-1	65934	68333	III	42.46	HIS4	protein_coding
YKL202W	YKL202W_mRNA	63821	64402	63821	582	1	63821	64402	XI	36.25		protein_coding
YKR036C	YKR036C_mRNA	508702	510633	510633	1932	-1	508702	510633	XI	39.75	CAF4	protein_coding
YER060W	YER060W_mRNA	274567	276153	274567	1587	1	274567	276153	V	41.97	FCY21	protein_coding
YBL057C	YBL057C_mRNA	112801	113427	113427	627	-1	112801	113427	II	42.90	PTH2	protein_coding
YDL197C	YDL197C_mRNA	104917	106494	106494	1578	-1	104917	106494	IV	43.22	ASF2	protein_coding
YNL173C	YNL173C_mRNA	308957	310057	310057	1101	-1	308957	310057	XIV	43.69	MDG1	protein_coding
YOR339C	YOR339C_mRNA	958362	958832	958832	471	-1	958362	958832	XV	40.55	UBC11	protein_coding
YOR062C	YOR062C_mRNA	442725	443531	443531	807	-1	442725	443531	XV	39.41		protein_coding
YNL253W	YNL253W_mRNA	170018	171286	170018	1269	1	170018	171286	XIV	36.25	TEX1	protein_coding
YCL033C	YCL033C_mRNA	62776	63282	63282	507	-1	62776	63282	III	48.72	MXR2	protein_coding
YGL242C	YGL242C_mRNA	44652	45197	45197	546	-1	44652	45197	VII	40.48		protein_coding
YBR029C	YBR029C_mRNA	296369	297742	297742	1374	-1	296369	297742	II	38.50	CDS1	protein_coding
YJL085W	YJL085W_mRNA	272827	274698	272827	1872	1	272827	274698	X	36.16	EXO70	protein_coding
YLR121C	YLR121C_mRNA	388744	390270	390270	1527	-1	388744	390270	XII	48.98	YPS3	protein_coding
YJL055W	YJL055W_mRNA	333357	334094	333357	738	1	333357	334094	X	43.36		protein_coding
YGL149W	YGL149W_mRNA	225572	225877	225572	306	1	225572	225877	VII	40.52		protein_coding
YMR254C	YMR254C_mRNA	777615	777923	777923	309	-1	777615	777923	XIII	36.89		protein_coding
YER152W-A	YER152W-A_mRNA	473485	474051	473485	567	1	473485	474051	V	51.32		protein_coding
YGR146C	YGR146C_mRNA	784223	784858	784858	636	-1	784223	784858	VII	38.36	ECL1	protein_coding
YBR175W	YBR175W_mRNA	582408	583355	582408	948	1	582408	583355	II	42.62	SWD3	protein_coding
YCL044C	YCL044C_mRNA	47111	48364	48364	1254	-1	47111	48364	III	45.30	MGR1	protein_coding
Q0297	Q0297_mRNA	85554	85709	85554	156	1	85554	85709	Mito	44.87		protein_coding
YPR077C	YPR077C_mRNA	697131	697502	697502	372	-1	697131	697502	XVI	40.59		protein_coding
YIR042C	YIR042C_mRNA	435273	435983	435983	711	-1	435273	435983	IX	39.10		protein_coding
YKR090W	YKR090W_mRNA	608946	611066	608946	2121	1	608946	611066	XI	41.49	PXL1	protein_coding
YLL017W	YLL017W	112234	112545	112234	312	1	112234	112545	XII	42.95		pseudogene
YOR293W	YOR293W_mRNA	867098	867852	867098	318	1	867098	867852	XV	37.88	RPS10A	protein_coding
YER133W	YER133W_mRNA	432495	433958	432495	939	1	432495	433958	V	35.93	GLC7	protein_coding
YAL005C	YAL005C_mRNA	139503	141431	141431	1929	-1	139503	141431	I	44.06	SSA1	protein_coding
YMR103C	YMR103C_mRNA	472902	473264	473264	363	-1	472902	473264	XIII	50.96		protein_coding
YCR057C	YCR057C_mRNA	220457	223228	223228	2772	-1	220457	223228	III	41.34	PWP2	protein_coding
YHR177W	YHR177W_mRNA	456591	457952	456591	1362	1	456591	457952	VIII	41.78		protein_coding
YMR253C	YMR253C_mRNA	775946	777190	777190	1245	-1	775946	777190	XIII	39.76		protein_coding
YNL209W	YNL209W_mRNA	252059	253900	252059	1842	1	252059	253900	XIV	43.65	SSB2	protein_coding
YIR025W	YIR025W_mRNA	403659	404765	403659	1107	1	403659	404765	IX	40.83	MND2	protein_coding
YJL090C	YJL090C_mRNA	262757	265051	265051	2295	-1	262757	265051	X	35.21	DPB11	protein_coding
YBL016W	YBL016W_mRNA	192451	193512	192451	1062	1	192451	193512	II	45.76	FUS3	protein_coding
YDR247W	YDR247W_mRNA	956013	957398	956013	1386	1	956013	957398	IV	39.25	VHS1	protein_coding
YLR254C	YLR254C_mRNA	644404	644973	644973	570	-1	644404	644973	XII	39.82	NDL1	protein_coding
YKL102C	YKL102C_mRNA	248062	248367	248367	306	-1	248062	248367	XI	42.48		protein_coding
YLR055C	YLR055C_mRNA	251272	253080	253080	1809	-1	251272	253080	XII	47.65	SPT8	protein_coding
YBR061C	YBR061C_mRNA	364787	365719	365719	933	-1	364787	365719	II	40.41	TRM7	protein_coding
YBR280C	YBR280C_mRNA	762784	764697	764697	1914	-1	762784	764697	II	41.64	SAF1	protein_coding
YMR088C	YMR088C_mRNA	443414	445102	445102	1689	-1	443414	445102	XIII	38.66	VBA1	protein_coding
YCR072C	YCR072C_mRNA	240805	242352	242352	1548	-1	240805	242352	III	43.41	RSA4	protein_coding
Q0115	Q0115_mRNA	36540	40265	36540	1554	1	36540	40265	Mito	17.55	BI3	protein_coding
YGL180W	YGL180W_mRNA	160065	162758	160065	2694	1	160065	162758	VII	37.16	ATG1	protein_coding
YLR340W	YLR340W_mRNA	805887	806825	805887	939	1	805887	806825	XII	44.62	RPP0	protein_coding
YBR082C	YBR082C_mRNA	406628	407169	407169	447	-1	406628	407169	II	41.14	UBC4	protein_coding
YNL078W	YNL078W_mRNA	479768	480991	479768	1224	1	479768	480991	XIV	44.53	NIS1	protein_coding
YEL017C-A	YEL017C-A_mRNA	122798	122929	122929	132	-1	122798	122929	V	37.12	PMP2	protein_coding
YMR009W	YMR009W_mRNA	284102	284641	284102	540	1	284102	284641	XIII	41.48	ADI1	protein_coding
tY(GUA)F2	tY(GUA)F2_tRNA	210619	210707	210707	75	-1	210619	210707	VI	52.81	SUP6	tRNA
YJL099W	YJL099W_mRNA	239414	241654	239414	2241	1	239414	241654	X	38.11	CHS6	protein_coding
YMR114C	YMR114C_mRNA	496343	497449	497449	1107	-1	496343	497449	XIII	41.73		protein_coding
YLR412C-A	YLR412C-A_mRNA	950267	950473	950473	207	-1	950267	950473	XII	35.75		protein_coding
YGL089C	YGL089C_mRNA	344791	345153	345153	363	-1	344791	345153	VII	46.83	MF(ALPHA)2	protein_coding
YPR196W	YPR196W_mRNA	931376	932788	931376	1413	1	931376	932788	XVI	38.85		protein_coding
YLR413W	YLR413W_mRNA	951156	953183	951156	2028	1	951156	953183	XII	41.03	INA1	protein_coding
YLR274W	YLR274W_mRNA	691555	693882	691555	2328	1	691555	693882	XII	37.24	MCM5	protein_coding
YEL077W-A	YEL077W-A_mRNA	630	1112	630	483	1	630	1112	V	44.93		protein_coding
YCL008C	YCL008C_mRNA	105696	106853	106853	1158	-1	105696	106853	III	48.45	STP22	protein_coding
YLR083C	YLR083C_mRNA	294091	296094	296094	2004	-1	294091	296094	XII	37.92	EMP70	protein_coding
YGR289C	YGR289C_mRNA	1073963	1075813	1075813	1851	-1	1073963	1075813	VII	40.68	MAL11	protein_coding
YCR053W	YCR053W_mRNA	216697	218241	216697	1545	1	216697	218241	III	40.39	THR4	protein_coding
YMR193C-A	YMR193C-A_mRNA	651072	651458	651458	387	-1	651072	651458	XIII	33.07		protein_coding
YLR106C	YLR106C_mRNA	349006	363738	363738	14733	-1	349006	363738	XII	37.70	MDN1	protein_coding
YEL003W	YEL003W_mRNA	148176	148599	148176	336	1	148176	148599	V	31.84	GIM4	protein_coding
YLR364W	YLR364W_mRNA	854062	854391	854062	330	1	854062	854391	XII	40.30	GRX8	protein_coding
YMR306C-A	YMR306C-A_mRNA	886183	886572	886572	390	-1	886183	886572	XIII	39.49		protein_coding
YGR244C	YGR244C_mRNA	978036	979319	979319	1284	-1	978036	979319	VII	42.13	LSC2	protein_coding
YMR242C	YMR242C_mRNA	753225	753742	753742	518	-1	753225	753742	XIII	41.70	RPL20A	protein_coding
YFL020C	YFL020C_mRNA	99231	99599	99599	369	-1	99231	99599	VI	46.07	PAU5	protein_coding
tI(UAU)L	tI(UAU)L_tRNA	605300	605432	605432	73	-1	605300	605432	XII	50.38		tRNA
tG(GCC)M	tG(GCC)M_tRNA	183898	183968	183968	71	-1	183898	183968	XIII	57.75		tRNA
YGL047W	YGL047W_mRNA	411552	412160	411552	609	1	411552	412160	VII	42.53	ALG13	protein_coding
YDL114W	YDL114W_mRNA	255604	256530	255604	927	1	255604	256530	IV	37.54		protein_coding
YMR239C	YMR239C_mRNA	748262	749677	749677	1416	-1	748262	749677	XIII	35.81	RNT1	protein_coding
YFL023W	YFL023W_mRNA	90986	93376	90986	2391	1	90986	93376	VI	40.23	BUD27	protein_coding
YOR261C	YOR261C_mRNA	815915	816931	816931	1017	-1	815915	816931	XV	35.30	RPN8	protein_coding
YKL168C	YKL168C_mRNA	131288	133462	133462	2175	-1	131288	133462	XI	40.05	KKQ8	protein_coding
YIR026C	YIR026C_mRNA	404873	405967	405967	1095	-1	404873	405967	IX	41.92	YVH1	protein_coding
YOR306C	YOR306C_mRNA	889867	891432	891432	1566	-1	889867	891432	XV	41.12	MCH5	protein_coding
YJL182C	YJL182C_mRNA	85435	85752	85752	318	-1	85435	85752	X	38.36		protein_coding
YPL075W	YPL075W_mRNA	412254	415362	412254	2358	1	412254	415362	XVI	37.28	GCR1	protein_coding
YLR109W	YLR109W_mRNA	368781	369311	368781	531	1	368781	369311	XII	44.82	AHP1	protein_coding
YAL059W	YAL059W_mRNA	36509	37147	36509	639	1	36509	37147	I	40.38	ECM1	protein_coding
YOR034C-A	YOR034C-A_mRNA	397426	397668	397668	243	-1	397426	397668	XV	37.86		protein_coding
YLR431C	YLR431C_mRNA	1000342	1001703	1001703	1362	-1	1000342	1001703	XII	38.25	ATG23	protein_coding
YPR089W	YPR089W_mRNA	713275	715941	713275	2667	1	713275	715941	XVI	37.31		protein_coding
YMR076C	YMR076C_mRNA	416196	420029	420029	3834	-1	416196	420029	XIII	35.00	PDS5	protein_coding
YOL031C	YOL031C_mRNA	266264	267529	267529	1266	-1	266264	267529	XV	37.99	SIL1	protein_coding
YCL057C-A	YCL057C-A_mRNA	24032	24325	24325	294	-1	24032	24325	III	51.36		protein_coding
YGL038C	YGL038C_mRNA	425362	426804	426804	1443	-1	425362	426804	VII	39.02	OCH1	protein_coding
YFR001W	YFR001W_mRNA	149110	149724	149110	615	1	149110	149724	VI	37.07	LOC1	protein_coding
YDR135C	YDR135C_mRNA	723004	727551	727551	4548	-1	723004	727551	IV	38.06	YCF1	protein_coding
YPR039W	YPR039W_mRNA	647012	647347	647012	336	1	647012	647347	XVI	41.07		protein_coding
YBL026W	YBL026W_mRNA	170623	171038	170623	288	1	170623	171038	II	34.13	LSM2	protein_coding
YLR356W	YLR356W_mRNA	840321	840914	840321	594	1	840321	840914	XII	44.11	ATG33	protein_coding
YPR028W	YPR028W_mRNA	623527	624202	623527	543	1	623527	624202	XVI	37.72	YOP1	protein_coding
YOR054C	YOR054C_mRNA	427833	429857	429857	2025	-1	427833	429857	XV	42.91	VHS3	protein_coding
YBL040C	YBL040C_mRNA	142112	142868	142868	660	-1	142112	142868	II	37.25	ERD2	protein_coding
YKR071C	YKR071C_mRNA	574934	575980	575980	1047	-1	574934	575980	XI	37.54	DRE2	protein_coding
YOR322C	YOR322C_mRNA	918606	921062	921062	2457	-1	918606	921062	XV	41.72	LDB19	protein_coding
YER169W	YER169W_mRNA	523369	525759	523369	2391	1	523369	525759	V	40.74	RPH1	protein_coding
YMR181C	YMR181C_mRNA	623616	624080	624080	465	-1	623616	624080	XIII	40.86		protein_coding
YML080W	YML080W_mRNA	108806	110077	108806	1272	1	108806	110077	XIII	40.64	DUS1	protein_coding
YLR010C	YLR010C_mRNA	167320	167802	167802	483	-1	167320	167802	XII	35.61	TEN1	protein_coding
YMR194C-B	YMR194C-B_mRNA	652594	652887	652887	222	-1	652594	652887	XIII	39.80	CMC4	protein_coding
YLR307W	YLR307W_mRNA	745620	746525	745620	906	1	745620	746525	XII	39.62	CDA1	protein_coding
YGL061C	YGL061C_mRNA	388968	389711	389711	744	-1	388968	389711	VII	37.50	DUO1	protein_coding
YOL044W	YOL044W_mRNA	247150	248301	247150	1152	1	247150	248301	XV	36.98	PEX15	protein_coding
YGR083C	YGR083C_mRNA	644860	646815	646815	1956	-1	644860	646815	VII	39.01	GCD2	protein_coding
YMR140W	YMR140W_mRNA	547714	549183	547714	1470	1	547714	549183	XIII	39.59	SIP5	protein_coding
NME1	NME1_snoRNA	585587	585926	585587	340	1	585587	585926	XIV	39.12		snoRNA
YHR196W	YHR196W_mRNA	491931	493658	491931	1728	1	491931	493658	VIII	34.26	UTP9	protein_coding
YPL103C	YPL103C_mRNA	358000	359406	359406	1407	-1	358000	359406	XVI	41.08	FMP30	protein_coding
YBR165W	YBR165W_mRNA	568852	569685	568852	834	1	568852	569685	II	37.65	UBS1	protein_coding
YMR058W	YMR058W_mRNA	388822	390732	388822	1911	1	388822	390732	XIII	44.37	FET3	protein_coding
YGL219C	YGL219C_mRNA	82878	84257	84257	1380	-1	82878	84257	VII	40.14	MDM34	protein_coding
tY(GUA)Q	tY(GUA)Q_tRNA	70824	70907	70824	84	1	70824	70907	Mito	40.48		tRNA
YAL067C	YAL067C_mRNA	7235	9016	9016	1782	-1	7235	9016	I	36.08	SEO1	protein_coding
YMR295C	YMR295C_mRNA	858297	858890	858890	594	-1	858297	858890	XIII	45.62		protein_coding
YOL156W	YOL156W_mRNA	25273	26976	25273	1704	1	25273	26976	XV	43.90	HXT11	protein_coding
YGR127W	YGR127W_mRNA	746798	747736	746798	939	1	746798	747736	VII	37.27		protein_coding
YER078C	YER078C_mRNA	316807	318342	318342	1536	-1	316807	318342	V	39.19	ICP55	protein_coding
YDL208W	YDL208W_mRNA	87512	87982	87512	471	1	87512	87982	IV	41.61	NHP2	protein_coding
YPR042C	YPR042C_mRNA	650435	653662	653662	3228	-1	650435	653662	XVI	37.83	PUF2	protein_coding
YOL145C	YOL145C_mRNA	49555	52788	52788	3234	-1	49555	52788	XV	36.33	CTR9	protein_coding
YMR182C	YMR182C_mRNA	624532	625167	625167	636	-1	624532	625167	XIII	45.13	RGM1	protein_coding
YLR418C	YLR418C_mRNA	956914	958095	958095	1182	-1	956914	958095	XII	38.83	CDC73	protein_coding
YNL014W	YNL014W_mRNA	606319	609453	606319	3135	1	606319	609453	XIV	40.16	HEF3	protein_coding
YDR543C	YDR543C_mRNA	1524634	1524933	1524933	300	-1	1524634	1524933	IV	36.00		protein_coding
YPR012W	YPR012W_mRNA	584309	584563	584309	255	1	584309	584563	XVI	34.90		protein_coding
YOR081C	YOR081C_mRNA	476939	479188	479188	2250	-1	476939	479188	XV	41.64	TGL5	protein_coding
YLR398C	YLR398C_mRNA	915156	919019	919019	3864	-1	915156	919019	XII	38.33	SKI2	protein_coding
YAL054C	YAL054C_mRNA	42881	45022	45022	2142	-1	42881	45022	I	45.38	ACS1	protein_coding
YDR295C	YDR295C_mRNA	1052623	1054647	1054647	2025	-1	1052623	1054647	IV	37.48	HDA2	protein_coding
YPL013C	YPL013C_mRNA	528985	529350	529350	366	-1	528985	529350	XVI	41.80	MRPS16	protein_coding
YDL005C	YDL005C_mRNA	441014	442309	442309	1296	-1	441014	442309	IV	38.35	MED2	protein_coding
YDR207C	YDR207C_mRNA	865012	867522	867522	2511	-1	865012	867522	IV	44.44	UME6	protein_coding
YLL067W-A	YLL067W-A_mRNA	843	1325	843	483	1	843	1325	XII	45.76		protein_coding
YFR023W	YFR023W_mRNA	199874	201709	199874	1836	1	199874	201709	VI	32.68	PES4	protein_coding
YER171W	YER171W_mRNA	527082	529418	527082	2337	1	527082	529418	V	37.10	RAD3	protein_coding
YCR076C	YCR076C_mRNA	249293	250045	250045	753	-1	249293	250045	III	48.07	FUB1	protein_coding
YDR401W	YDR401W_mRNA	1272223	1272786	1272223	564	1	1272223	1272786	IV	40.07		protein_coding
YJL190C	YJL190C_mRNA	74910	75302	75302	393	-1	74910	75302	X	40.71	RPS22A	protein_coding
YDR510C-A	YDR510C-A_mRNA	1469695	1469811	1469811	117	-1	1469695	1469811	IV	34.19		protein_coding
YER051W	YER051W_mRNA	254656	256134	254656	1479	1	254656	256134	V	37.39	JHD1	protein_coding
YPL178W	YPL178W_mRNA	212158	212784	212158	627	1	212158	212784	XVI	39.71	CBC2	protein_coding
YOR267C	YOR267C_mRNA	822588	824867	824867	2280	-1	822588	824867	XV	39.21	HRK1	protein_coding
YML097C	YML097C_mRNA	78335	79690	79690	1356	-1	78335	79690	XIII	37.83	VPS9	protein_coding
YFL034C-B	YFL034C-B_mRNA	63016	63993	63993	864	-1	63016	63993	VI	40.18	MOB2	protein_coding
YJR110W	YJR110W_mRNA	633615	635681	633615	2067	1	633615	635681	X	36.72	YMR1	protein_coding
YHR099W	YHR099W_mRNA	302761	313995	302761	11235	1	302761	313995	VIII	36.79	TRA1	protein_coding
YLL016W	YLL016W	112847	115993	112847	3147	1	112847	115993	XII	36.77	SDC25	pseudogene
YHL023C	YHL023C_mRNA	59123	62563	62563	3441	-1	59123	62563	VIII	37.37	NPR3	protein_coding
YER048W-A	YER048W-A_mRNA	250718	251002	250718	285	1	250718	251002	V	36.14	ISD11	protein_coding
YEL075C	YEL075C_mRNA	5345	5713	5713	369	-1	5345	5713	V	40.11		protein_coding
YKL109W	YKL109W_mRNA	232227	233891	232227	1665	1	232227	233891	XI	38.20	HAP4	protein_coding
YCR049C	YCR049C_mRNA	211871	212317	212317	447	-1	211871	212317	III	54.59		protein_coding
YLR195C	YLR195C_mRNA	541937	543304	543304	1368	-1	541937	543304	XII	38.01	NMT1	protein_coding
